@relation data
@attribute OpSet1 numeric
@attribute OpSet2 numeric
@attribute OpSet3 numeric
@attribute SensorMeasure1 numeric
@attribute SensorMeasure2 numeric
@attribute SensorMeasure3 numeric
@attribute SensorMeasure4 numeric
@attribute SensorMeasure5 numeric
@attribute SensorMeasure6 numeric
@attribute SensorMeasure7 numeric
@attribute SensorMeasure8 numeric
@attribute SensorMeasure9 numeric
@attribute SensorMeasure10 numeric
@attribute SensorMeasure11 numeric
@attribute SensorMeasure12 numeric
@attribute SensorMeasure13 numeric
@attribute SensorMeasure14 numeric
@attribute SensorMeasure15 numeric
@attribute SensorMeasure16 numeric
@attribute SensorMeasure17 numeric
@attribute SensorMeasure18 numeric
@attribute SensorMeasure19 numeric
@attribute SensorMeasure20 numeric
@attribute SensorMeasure21 numeric
@attribute survival_time numeric
@attribute survival_status numeric
@data
25.005,0.62,60,462.54,536.77,1257.07,1038.46,7.05,9.01,175.75,1915.37,8008.34,0.94,36.55,165.02,2028.26,7875.93,10.8364,0.02,306,1915,84.93,14.28,8.5833,236,0
42.0019,0.84,100,445,549.57,1358.68,1121.64,3.91,5.71,138.63,2211.78,8313.79,1.02,42.01,130.91,2387.82,8083.76,9.3919,0.02,331,2212,100,10.62,6.4604,89,1
42.0075,0.8401,100,445,549.65,1356.55,1119.35,3.91,5.71,138.66,2211.88,8327.64,1.02,41.99,130.61,2387.97,8087.91,9.3457,0.02,331,2212,100,10.43,6.4057,143,1
0.0027,0,100,518.67,642.07,1580.52,1403.68,14.62,21.61,554.65,2388.02,9043.98,1.3,47.32,521.94,2388.01,8134.88,8.3718,0.03,393,2388,100,38.91,23.3682,19,1
25.003,0.62,60,462.54,536.29,1247.78,1037.69,7.05,9.01,174.79,1915.22,8000.84,0.94,36.34,163.51,2028.07,7863.75,10.8532,0.02,307,1915,84.93,14.44,8.488,215,1
25.0057,0.6208,60,462.54,536.32,1251.17,1042.12,7.05,9.01,174.87,1915.28,8005.29,0.94,36.57,163.61,2028.18,7866.66,10.8637,0.02,305,1915,84.93,14.21,8.5652,228,1
25.005,0.62,60,462.54,536.35,1256.85,1045.62,7.05,9.03,175.77,1915.4,8007.92,0.94,36.76,165.31,2028.31,7877.3,10.9213,0.02,307,1915,84.93,14.15,8.6035,133,1
42.0034,0.84,100,445,549.36,1342.05,1124.56,3.91,5.71,138.59,2211.83,8311.68,1.02,41.93,130.98,2387.9,8077.78,9.3092,0.02,329,2212,100,10.69,6.3956,236,0
41.9981,0.84,100,445,548.76,1347.79,1108.07,3.91,5.7,138.02,2211.93,8309.35,1.01,41.59,130.13,2387.97,8072.41,9.3554,0.02,328,2212,100,10.63,6.4179,106,1
20.0074,0.7011,100,491.19,607.18,1476.51,1238.46,9.35,13.6,332.21,2323.62,8707.16,1.07,44.04,312.24,2387.75,8046.18,9.2047,0.02,363,2324,100,24.38,14.605,236,0
0.0017,0,100,518.67,642.08,1579.24,1398.53,14.62,21.61,555.24,2388.02,9063,1.3,47.16,522.11,2388.01,8141.22,8.4196,0.03,393,2388,100,39.17,23.386,236,0
0.0003,0.001,100,518.67,641.39,1589.21,1390.65,14.62,21.6,555.47,2388.03,9049.4,1.3,47.08,523.28,2387.99,8133.04,8.3484,0.03,390,2388,100,39.01,23.3761,158,1
10.0005,0.25,100,489.05,603.53,1494.11,1294.99,10.52,15.48,395.38,2318.79,8777.46,1.26,45.15,372.31,2388.02,8127.95,8.6205,0.03,367,2319,100,28.59,17.2073,236,0
20.0059,0.7001,100,491.19,607.06,1490.62,1244.29,9.35,13.65,334.77,2323.88,8706.46,1.08,44.21,315.32,2388.01,8058.89,9.2292,0.02,364,2324,100,24.48,14.7727,124,1
0.0022,0.001,100,518.67,641.94,1581.08,1397.62,14.62,21.61,555.28,2388.01,9053.33,1.3,46.95,522.94,2388,8143.9,8.3813,0.03,391,2388,100,39.21,23.4671,213,1
19.9988,0.7,100,491.19,606.68,1474.52,1235.65,9.35,13.63,333.37,2323.79,8717.61,1.07,43.79,313.95,2387.91,8057.37,9.2063,0.02,363,2324,100,24.69,14.7449,236,0
35.0012,0.84,100,449.44,554.13,1353.95,1117.17,5.48,7.97,192.96,2222.73,8332.75,1.02,41.46,181.33,2387.81,8055.4,9.3015,0.02,332,2223,100,14.96,8.9419,236,0
0.0014,0.002,100,518.67,642.42,1587.19,1404.99,14.62,21.61,553.43,2388.09,9060.3,1.3,47.66,521.3,2388.13,8140.31,8.4652,0.03,393,2388,100,38.8,23.2104,199,1
19.9996,0.7003,100,491.19,607.3,1481.52,1243.61,9.35,13.66,335.12,2323.92,8721.04,1.08,44.16,315.47,2388,8061.23,9.1805,0.02,364,2324,100,24.49,14.7017,119,1
19.9997,0.7018,100,491.19,607.09,1476.33,1239.77,9.35,13.65,335.32,2324.04,8726.35,1.08,44.11,316.36,2388.19,8067.13,9.1641,0.02,364,2324,100,24.65,14.77,236,0
10.0059,0.25,100,489.05,604.67,1503.28,1300.37,10.52,15.49,394.63,2318.9,8787.44,1.26,45.25,371.86,2388.06,8146.35,8.6526,0.03,368,2319,100,28.5,17.1765,77,1
25.0065,0.6212,60,462.54,536.84,1268.16,1051.19,7.05,9.03,175.24,1915.37,8016.76,0.94,36.5,164.52,2028.3,7874.12,10.8891,0.02,308,1915,84.93,14.22,8.5696,36,1
25.0017,0.62,60,462.54,536.07,1258.7,1039.66,7.05,9.03,174.99,1915.53,8009.81,0.94,36.59,164.94,2028.36,7883.69,10.859,0.02,307,1915,84.93,14.36,8.5227,223,1
10.0055,0.25,100,489.05,603.8,1485.92,1294.91,10.52,15.47,392.77,2318.65,8766.7,1.26,44.85,369.93,2387.83,8122.39,8.6162,0.03,368,2319,100,28.69,17.1123,213,1
42.0029,0.84,100,445,548.65,1346.68,1110.64,3.91,5.7,139.04,2211.88,8302.24,1.02,41.48,129.98,2388.01,8073.39,9.3833,0.02,328,2212,100,10.63,6.3458,236,0
20.0051,0.7,100,491.19,606.8,1470.11,1240.62,9.35,13.61,332.44,2323.74,8703.83,1.07,43.97,313.31,2387.84,8049.02,9.1849,0.02,364,2324,100,24.62,14.5953,205,1
42.0048,0.84,100,445,548.77,1349.59,1105.89,3.91,5.69,137.15,2211.86,8302.58,1.01,41.47,129.19,2387.93,8076.78,9.399,0.02,327,2212,100,10.49,6.3163,136,1
20.0014,0.7,100,491.19,607.2,1471.24,1237.26,9.35,13.6,331.46,2323.6,8706.9,1.07,43.86,312.01,2387.77,8048.48,9.2168,0.02,363,2324,100,24.44,14.5646,57,1
20.0071,0.7008,100,491.19,607.14,1468.43,1246.06,9.35,13.65,334.76,2324,8727.51,1.08,44.31,315.41,2388.09,8066.03,9.1865,0.02,364,2324,100,24.48,14.7482,66,1
35.0055,0.84,100,449.44,555.8,1362.35,1130.07,5.48,8,194.49,2222.89,8345.6,1.02,42.02,182.77,2388.02,8067.86,9.329,0.02,334,2223,100,14.85,8.8356,80,1
20.0008,0.7,100,491.19,607.5,1482.78,1247.51,9.35,13.65,336.81,2323.95,8725.82,1.08,44.44,316.49,2388.09,8070.94,9.1756,0.02,364,2324,100,24.61,14.7235,102,1
41.9984,0.841,100,445,549.47,1347.2,1108.2,3.91,5.7,138.33,2211.86,8308.04,1.01,41.62,129.77,2387.97,8066.37,9.3777,0.02,329,2212,100,10.49,6.3843,179,1
35.0021,0.84,100,449.44,554.88,1357.31,1113.34,5.48,7.98,193.97,2222.86,8343.76,1.02,41.48,182.39,2387.92,8066.63,9.2763,0.02,333,2223,100,14.74,8.9385,120,1
20.004,0.7,100,491.19,607.32,1476.11,1244.83,9.35,13.65,335.23,2323.9,8718.11,1.08,44.06,314.79,2388.07,8061.16,9.2081,0.02,364,2324,100,24.52,14.6986,184,1
10.0069,0.2503,100,489.05,604.54,1499.7,1302.2,10.52,15.49,393.96,2318.89,8760.21,1.26,45.31,372.37,2388.11,8120.68,8.6684,0.03,367,2319,100,28.62,16.9933,36,1
20.0052,0.7,100,491.19,606.91,1482.44,1245.65,9.35,13.64,336.95,2323.96,8727.29,1.08,44.52,316.91,2388.16,8061.88,9.1434,0.02,364,2324,100,24.54,14.7979,134,1
20.0013,0.7,100,491.19,606.9,1476.37,1254.84,9.35,13.64,336.26,2324.01,8726.39,1.08,44.16,316.17,2388.14,8069.75,9.1302,0.02,364,2324,100,24.55,14.7921,236,0
35.0033,0.8406,100,449.44,555.22,1363.73,1122.14,5.48,7.98,193.65,2222.79,8339.27,1.02,41.39,182.38,2387.88,8056.32,9.3127,0.02,331,2223,100,14.75,8.8877,236,0
10.0063,0.25,100,489.05,604.03,1494.87,1300.64,10.52,15.49,396.17,2318.85,8783.3,1.26,45.26,371.55,2388.06,8134.39,8.5854,0.03,368,2319,100,28.81,17.2286,157,1
0.0021,0.0016,100,518.67,642.11,1576.18,1394.3,14.62,21.6,556.45,2388.05,9061.03,1.3,47.05,523.01,2387.99,8140.02,8.3918,0.03,393,2388,100,39.21,23.4938,236,0
10.0001,0.25,100,489.05,603.52,1496.34,1286.33,10.52,15.45,392.01,2318.57,8752.33,1.25,44.75,368.95,2387.74,8117.65,8.6036,0.03,367,2319,100,28.57,17.092,185,1
20.001,0.7019,100,491.19,607.22,1489.85,1252.19,9.35,13.65,334.37,2323.99,8723.14,1.08,44.32,314.57,2388.07,8056.85,9.258,0.02,365,2324,100,24.53,14.6075,96,1
10.0061,0.25,100,489.05,604.27,1504.19,1308.73,10.52,15.49,395.01,2318.98,8759.79,1.26,45.56,371.56,2388.19,8109.5,8.6236,0.03,370,2319,100,28.55,17.0863,149,1
42.0014,0.84,100,445,548.6,1346.83,1123.2,3.91,5.72,138.9,2211.91,8325.44,1.02,41.94,131.32,2387.95,8082.52,9.3099,0.02,330,2212,100,10.76,6.3999,236,0
0.0027,0.0006,100,518.67,641.97,1593.54,1397.32,14.62,21.61,554.71,2388.07,9054.4,1.3,47.25,522.47,2388,8142.74,8.399,0.03,392,2388,100,39.2,23.3243,161,1
20.0029,0.7,100,491.19,607.11,1484.1,1240.55,9.35,13.63,334.48,2323.93,8723.69,1.08,43.98,315.69,2388.05,8064.21,9.1448,0.02,364,2324,100,24.68,14.7413,189,1
24.9998,0.6205,60,462.54,536.51,1264.98,1038.64,7.05,9.01,175.72,1915.29,8006.05,0.94,36.52,163.96,2028.21,7869.29,10.8666,0.02,306,1915,84.93,14.38,8.7036,236,0
42.0044,0.8406,100,445,549.11,1343.36,1113.24,3.91,5.7,137.46,2211.9,8313.41,1.02,41.7,129.57,2388,8078.31,9.3698,0.02,329,2212,100,10.69,6.4247,117,1
24.9985,0.6217,60,462.54,536.65,1265.98,1045.05,7.05,9.02,175.81,1915.25,8008.95,0.94,36.72,164.64,2028.21,7871.65,10.8962,0.02,307,1915,84.93,14.33,8.6348,148,1
35.0039,0.8402,100,449.44,554.99,1358.34,1117.83,5.48,7.97,192.57,2222.72,8327.02,1.02,41.62,181.35,2387.76,8050.04,9.3417,0.02,333,2223,100,14.91,8.7808,222,1
0.0006,0.0002,100,518.67,642.21,1581.86,1392.74,14.62,21.61,555.22,2388.03,9056.24,1.3,47.15,523.84,2388.04,8142,8.3492,0.03,393,2388,100,39.25,23.4997,202,1
20.0042,0.7013,100,491.19,606.68,1480.32,1244.95,9.35,13.65,334.71,2323.82,8718.31,1.08,44.08,315.25,2387.99,8060.23,9.1711,0.02,363,2324,100,24.52,14.7952,47,1
0.0005,0,100,518.67,642.43,1580.88,1404.82,14.62,21.61,553.89,2388.05,9052.58,1.3,47.48,522.05,2388.07,8137.95,8.3876,0.03,392,2388,100,38.93,23.3777,107,1
42.0066,0.8405,100,445,549.12,1353.79,1119.25,3.91,5.71,139.23,2211.81,8314.09,1.02,41.95,130.83,2387.88,8075.79,9.3596,0.02,330,2212,100,10.62,6.3853,105,1
42.0064,0.84,100,445,548.8,1345.29,1114.79,3.91,5.71,139.28,2211.98,8321.7,1.02,41.81,130.75,2388.05,8081.45,9.3523,0.02,328,2212,100,10.71,6.3933,183,1
0.001,0,100,518.67,642.34,1585.14,1402.64,14.62,21.61,553.13,2388.06,9062.48,1.3,47.54,521.91,2388.06,8144.69,8.3949,0.03,395,2388,100,38.78,23.3033,111,1
25.0055,0.62,60,462.54,536.26,1260.89,1041.27,7.05,9.02,175.53,1915.54,8013.66,0.94,36.61,164.86,2028.47,7884.24,10.8715,0.02,306,1915,84.93,14.34,8.6491,59,1
42.0023,0.8418,100,445,549.68,1349.89,1119.59,3.91,5.71,139.22,2212.1,8328.48,1.02,41.89,130.21,2388.13,8092.3,9.3553,0.02,332,2212,100,10.47,6.3362,145,1
25.0027,0.6204,60,462.54,536.96,1254.76,1039.9,7.05,9,175.01,1915.31,7998.33,0.94,36.51,164.29,2028.2,7867.74,10.8657,0.02,307,1915,84.93,14.22,8.5138,236,0
42.0037,0.84,100,445,548.66,1348.07,1113.27,3.91,5.7,138.46,2212.01,8315.94,1.02,41.63,130.46,2388.02,8081.87,9.3458,0.02,328,2212,100,10.65,6.476,87,1
25.0075,0.6205,60,462.54,536.37,1259.77,1039.9,7.05,9,174.11,1915.25,8003.89,0.94,36.55,164.03,2028.2,7868.67,10.8361,0.02,305,1915,84.93,14.39,8.6875,173,1
25,0.62,60,462.54,536.67,1257.31,1044.68,7.05,9.02,176.43,1915.43,8017.33,0.94,36.68,165.46,2028.32,7877.96,10.7625,0.02,305,1915,84.93,14.51,8.6638,236,0
42,0.8407,100,445,549.46,1351.94,1118.06,3.91,5.7,139.29,2211.93,8319.94,1.02,41.89,130.72,2388.01,8083.65,9.317,0.02,328,2212,100,10.53,6.4469,166,1
20.0015,0.7,100,491.19,607.49,1480.3,1244.61,9.35,13.65,336.25,2323.93,8718.17,1.08,44.11,315.82,2388.09,8061.34,9.2138,0.02,366,2324,100,24.71,14.8522,139,1
42.0037,0.8415,100,445,549.73,1351.72,1115.29,3.91,5.71,138.56,2211.98,8324.01,1.02,41.69,130.92,2388.02,8089.95,9.2429,0.02,330,2212,100,10.71,6.3685,236,0
24.9984,0.62,60,462.54,536.84,1265.73,1048.76,7.05,9.02,175.26,1915.34,8008.72,0.94,36.78,164.68,2028.16,7867.44,10.8802,0.02,307,1915,84.93,14.21,8.6107,117,1
35.0047,0.8416,100,449.44,555.48,1365.68,1121.82,5.48,8,195.14,2223.01,8356.59,1.03,41.84,183.14,2388.11,8069.88,9.2839,0.02,333,2223,100,15.21,8.8966,143,1
35.0034,0.84,100,449.44,554.83,1363.9,1120.06,5.48,8,195.01,2223.05,8348.95,1.02,41.56,183.27,2388.18,8071.64,9.2841,0.02,333,2223,100,14.89,8.8886,115,1
42.0051,0.8403,100,445,549.05,1339.38,1113.59,3.91,5.7,137.81,2211.91,8310.74,1.02,41.63,130.04,2387.99,8078.8,9.3458,0.02,329,2212,100,10.57,6.3709,199,1
10.0071,0.2509,100,489.05,604.67,1494.94,1298.22,10.52,15.49,394.8,2318.83,8775.25,1.26,45.13,371.87,2388.05,8133.84,8.5977,0.03,368,2319,100,28.84,17.2982,104,1
42.0015,0.84,100,445,549.78,1357.68,1124.55,3.91,5.72,138.63,2211.69,8315.65,1.02,41.97,130.63,2387.74,8077.83,9.3685,0.02,332,2212,100,10.72,6.3708,109,1
42.0065,0.8402,100,445,549.68,1351.97,1126.88,3.91,5.71,138.86,2212.1,8326.5,1.02,41.99,130.37,2388.13,8093.29,9.3215,0.02,329,2212,100,10.59,6.4871,122,1
25.0057,0.62,60,462.54,537.07,1261.1,1050.72,7.05,9.03,175.46,1915.23,8008.89,0.94,36.9,164.46,2028.16,7876.88,10.9132,0.02,306,1915,84.93,14.32,8.6301,50,1
34.9992,0.84,100,449.44,555.64,1363.46,1124.41,5.48,8,194.11,2222.81,8348.74,1.03,41.62,183.15,2387.94,8064.14,9.2701,0.02,332,2223,100,15.08,8.951,81,1
0.0005,0,100,518.67,641.93,1584.71,1390.83,14.62,21.58,553.11,2387.94,9048.21,1.3,46.99,521.29,2387.98,8130.44,8.3626,0.03,390,2388,100,38.98,23.4572,236,1
0.0022,0.0013,100,518.67,641.85,1578.69,1394.65,14.62,21.58,554.33,2387.95,9047.51,1.3,47.36,522.07,2387.98,8128.48,8.3867,0.03,392,2388,100,39.03,23.562,195,1
35.0012,0.8411,100,449.44,555.87,1363.62,1131.24,5.48,8,195.03,2222.99,8351.84,1.02,41.9,183.04,2388.06,8071.81,9.2929,0.02,334,2223,100,14.94,8.9211,165,1
42.0009,0.84,100,445,549.09,1346.72,1114.42,3.91,5.7,139.03,2211.93,8320.05,1.02,41.84,131.03,2388.02,8080.86,9.3143,0.02,329,2212,100,10.61,6.2857,236,0
25.0038,0.622,60,462.54,536.82,1256.94,1040.04,7.05,9.02,175.81,1915.48,8016.74,0.94,36.46,165.25,2028.34,7879.65,10.8709,0.02,307,1915,84.93,14.48,8.537,144,1
0.0004,0,100,518.67,641.53,1572.06,1411.08,14.62,21.56,549.81,2387.27,9034.6,1.3,47.23,518.65,2387.33,8116.05,8.4396,0.03,390,2388,100,38.76,23.2754,64,1
20.0008,0.7,100,491.19,607.28,1476.23,1244.39,9.35,13.63,336.48,2323.96,8724.74,1.08,44.24,315.8,2388.01,8059,9.1492,0.02,364,2324,100,24.6,14.7312,236,0
35.0022,0.84,100,449.44,555.53,1361.91,1126.52,5.48,8,195.14,2222.76,8338.7,1.02,42.03,183.34,2387.85,8057.79,9.3213,0.02,333,2223,100,14.8,8.9122,147,1
10.0039,0.2515,100,489.05,604.42,1499.55,1309.28,10.52,15.49,394.18,2318.86,8777.9,1.26,45.28,371.86,2388.1,8129.14,8.6093,0.03,368,2319,100,28.62,17.2275,120,1
35.0014,0.84,100,449.44,555.03,1353.45,1119.73,5.48,8,195.1,2222.97,8354.13,1.03,41.79,183.56,2388.1,8068.99,9.243,0.02,333,2223,100,15.15,9.0611,144,1
42.0005,0.84,100,445,549.71,1352.32,1110.5,3.91,5.7,138.73,2211.95,8317.44,1.02,41.79,130.32,2388.02,8086.62,9.3035,0.02,329,2212,100,10.73,6.3337,65,1
19.9984,0.7016,100,491.19,606.8,1479.58,1246.94,9.35,13.6,334.55,2323.79,8715.57,1.07,44.12,314,2387.88,8058.83,9.1953,0.02,364,2324,100,24.53,14.6627,236,0
20.0031,0.7017,100,491.19,607.01,1469.77,1238.38,9.35,13.6,332.37,2323.6,8706.91,1.07,43.82,312.26,2387.71,8050.04,9.2168,0.02,362,2324,100,24.4,14.7014,236,0
0.0006,0,100,518.67,642.86,1590.66,1409.8,14.62,21.61,553.68,2388.12,9055.72,1.3,47.32,522.08,2388.06,8135.26,8.4203,0.03,392,2388,100,38.89,23.3297,87,1
24.9998,0.62,60,462.54,536.11,1257.79,1047.95,7.05,9.02,175.41,1915.4,8017.64,0.94,36.72,165.41,2028.35,7878.88,10.8615,0.02,307,1915,84.93,14.17,8.6189,131,1
42.0025,0.8417,100,445,548.69,1353.54,1117.93,3.91,5.7,138.86,2211.95,8320,1.02,41.83,130.92,2388.08,8084.99,9.2951,0.02,330,2212,100,10.75,6.4796,217,1
0.0026,0,100,518.67,642.36,1584.16,1401.63,14.62,21.61,553.62,2388.1,9058.98,1.3,47.1,522.02,2388.05,8143.87,8.4262,0.03,391,2388,100,38.68,23.3426,81,1
25.0064,0.6211,60,462.54,536.54,1265.11,1048.6,7.05,9.03,175.7,1915.28,8012.06,0.94,36.54,164.6,2028.21,7874.16,10.8679,0.02,307,1915,84.93,14.32,8.5644,160,1
0.0003,0.0001,100,518.67,642.17,1577.81,1399.3,14.62,21.61,554.21,2388.01,9063.66,1.3,47.29,522.33,2388.01,8146.7,8.372,0.03,391,2388,100,38.92,23.3582,96,1
25.0017,0.62,60,462.54,536.62,1255.08,1041.82,7.05,9.02,175.44,1915.37,8013.44,0.94,36.53,164.82,2028.2,7876.34,10.8226,0.02,305,1915,84.93,14.35,8.6189,177,1
0.0019,0.0004,100,518.67,642.33,1582.94,1398.74,14.62,21.6,556.52,2388.04,9064.64,1.3,47.36,523.67,2388.05,8139.91,8.3914,0.03,391,2388,100,39.22,23.4399,227,1
35.006,0.8413,100,449.44,555.85,1371.74,1123.63,5.48,8,194.57,2222.98,8348.05,1.02,41.68,183.35,2388.16,8067.53,9.3194,0.02,333,2223,100,14.82,8.9502,169,1
42.0053,0.8402,100,445,549.89,1351.54,1125.13,3.91,5.71,138,2211.87,8309.52,1.02,42.07,130.36,2387.95,8079.95,9.3939,0.02,330,2212,100,10.48,6.2756,193,1
0.0015,0,100,518.67,642.27,1577.84,1401.96,14.62,21.59,550.73,2387.39,9029.94,1.3,47.33,519.84,2387.39,8118.34,8.4416,0.03,390,2388,100,38.98,23.3126,116,1
24.9981,0.62,60,462.54,535.94,1263.18,1037.17,7.05,9,174.29,1915.33,8004.23,0.94,36.42,164.12,2028.12,7874.09,10.8497,0.02,305,1915,84.93,14.4,8.5935,235,1
34.9989,0.84,100,449.44,555.6,1361.58,1127.64,5.48,8,194.14,2222.95,8341.44,1.02,41.63,183.55,2388,8065.57,9.2856,0.02,333,2223,100,15.06,8.9483,229,1
24.9994,0.62,60,462.54,536.9,1261.3,1040.39,7.05,9.03,175.69,1915.49,8025.66,0.94,36.56,164.62,2028.5,7884.39,10.8506,0.02,307,1915,84.93,14.31,8.6656,20,1
25.0028,0.6201,60,462.54,536.66,1260.77,1044.57,7.05,9.02,176.24,1915.59,8016.08,0.94,36.66,165.08,2028.44,7878.48,10.8238,0.02,305,1915,84.93,14.17,8.6722,219,1
24.9983,0.6218,60,462.54,536.82,1254.67,1040.09,7.05,9.02,176.18,1915.39,8007.51,0.94,36.67,165,2028.28,7874.49,10.8309,0.02,305,1915,84.93,14.34,8.6328,97,1
25.0069,0.621,60,462.54,536.51,1259.21,1038.15,7.05,9.02,176.38,1915.32,8012.24,0.94,36.51,164.91,2028.26,7870.3,10.8039,0.02,305,1915,84.93,14.31,8.5593,138,1
35.007,0.84,100,449.44,555.16,1356.06,1112.15,5.48,7.99,194.28,2222.85,8345.61,1.02,41.44,183.11,2387.9,8059.31,9.3314,0.02,332,2223,100,14.87,8.8806,236,0
