@relation data
@attribute OpSet1 numeric
@attribute OpSet2 numeric
@attribute OpSet3 numeric
@attribute SensorMeasure1 numeric
@attribute SensorMeasure2 numeric
@attribute SensorMeasure3 numeric
@attribute SensorMeasure4 numeric
@attribute SensorMeasure5 numeric
@attribute SensorMeasure6 numeric
@attribute SensorMeasure7 numeric
@attribute SensorMeasure8 numeric
@attribute SensorMeasure9 numeric
@attribute SensorMeasure10 numeric
@attribute SensorMeasure11 numeric
@attribute SensorMeasure12 numeric
@attribute SensorMeasure13 numeric
@attribute SensorMeasure14 numeric
@attribute SensorMeasure15 numeric
@attribute SensorMeasure16 numeric
@attribute SensorMeasure17 numeric
@attribute SensorMeasure18 numeric
@attribute SensorMeasure19 numeric
@attribute SensorMeasure20 numeric
@attribute SensorMeasure21 numeric
@attribute survival_time numeric
@attribute survival_status numeric
@data
-0.003,0.0002,100,518.67,642.49,1582.79,1406.39,14.62,21.61,553.33,2388.06,9054.01,1.3,47.34,521.49,2388.09,8128.42,8.3888,0.03,392,2388,100,38.93,23.3545,145,1
0.0004,0.0004,100,518.67,642.17,1592.53,1408.19,14.62,21.61,553.96,2388.06,9063.35,1.3,47.34,521.82,2388.08,8135,8.4174,0.03,393,2388,100,38.94,23.3292,64,1
-0.0033,0.0003,100,518.67,642.72,1584.48,1401.36,14.62,21.61,553.84,2388.12,9059.07,1.3,47.35,522.02,2388.07,8141.53,8.4079,0.03,393,2388,100,38.79,23.2847,168,1
0.0021,-0.0004,100,518.67,642.22,1577.73,1389.43,14.62,21.58,554.32,2387.96,9046.7,1.3,47.05,521.88,2387.95,8135.52,8.3683,0.03,391,2388,100,39.21,23.4454,111,1
0.0056,-0.0001,100,518.67,641.55,1580.56,1389.66,14.62,21.57,550.81,2387.95,9034.87,1.3,46.92,518.43,2387.92,8124.04,8.4355,0.03,391,2388,100,38.94,23.3407,125,1
0.0022,0.0001,100,518.67,641.85,1580.05,1400.11,14.62,21.59,555.41,2387.99,9060.67,1.3,47.14,522.37,2388.04,8140.62,8.3753,0.03,389,2388,100,39.08,23.5005,229,1
-0.0014,-0.0004,100,518.67,642.12,1579.61,1386.61,14.62,21.58,552.62,2387.9,9038.44,1.3,47.02,520.9,2387.94,8134.55,8.4281,0.03,391,2388,100,39,23.2852,229,0
-0.0021,0.0003,100,518.67,642.2,1589,1399.65,14.62,21.61,555.33,2388.04,9055.58,1.3,47.07,522,2388.06,8137.53,8.4123,0.03,391,2388,100,38.95,23.3787,114,1
-0.0036,-0.0004,100,518.67,641.69,1584.38,1396.02,14.62,21.6,555.46,2388.01,9054.8,1.3,47.15,523.07,2387.98,8142.67,8.3751,0.03,392,2388,100,39.14,23.5411,206,1
-0.0031,-0.0003,100,518.67,641.84,1580.79,1387.02,14.62,21.57,550.87,2387.95,9036.83,1.3,46.85,519.52,2388.01,8127.55,8.4059,0.03,392,2388,100,38.89,23.3817,229,0
0.0017,0.0001,100,518.67,641.57,1583.92,1394.87,14.62,21.61,554.72,2387.94,9049.93,1.3,47.09,522.72,2388,8141.32,8.368,0.03,391,2388,100,39.01,23.5162,118,1
0.002,-0.0001,100,518.67,642.54,1587.49,1393.89,14.62,21.6,554.5,2387.96,9045.44,1.3,47.02,522.2,2388,8134.75,8.3882,0.03,391,2388,100,39.03,23.3236,229,0
-0.0029,0.0004,100,518.67,641.81,1591.02,1399.86,14.62,21.57,553.94,2387.98,9060.12,1.3,47.07,522.46,2388.02,8137.06,8.3467,0.03,391,2388,100,38.83,23.3605,229,0
0.0023,0.0001,100,518.67,642.7,1589.7,1413.48,14.62,21.61,554.02,2388.12,9050.42,1.3,47.4,521.49,2388.08,8129.46,8.4592,0.03,392,2388,100,38.95,23.3556,168,1
0.0013,-0.0002,100,518.67,641.97,1588.21,1395.7,14.62,21.61,554.11,2387.98,9052.06,1.3,47.17,522.24,2388.02,8133.95,8.3693,0.03,392,2388,100,39.03,23.3871,129,1
-0.0009,0.0002,100,518.67,642.52,1585.46,1395.03,14.62,21.6,557.49,2388.07,9060.46,1.3,47.43,524.39,2388.13,8143.18,8.3467,0.03,391,2388,100,39.11,23.5233,103,1
0.0007,-0.0004,100,518.67,642.11,1579.97,1394.87,14.62,21.61,554.34,2388.01,9059.78,1.3,47.11,521.93,2388.01,8138.45,8.3616,0.03,391,2388,100,38.94,23.4128,69,1
-0.0009,0.0004,100,518.67,642.42,1585.28,1405.76,14.62,21.61,554.17,2388.09,9050.19,1.3,47.32,521.54,2388.03,8131.93,8.4004,0.03,394,2388,100,38.81,23.387,88,1
-0.0013,-0.0004,100,518.67,641.76,1580.07,1393.4,14.62,21.57,552.54,2387.94,9050.62,1.3,47,520.32,2387.92,8127.04,8.3803,0.03,388,2388,100,38.84,23.4163,229,0
0.0022,-0.0001,100,518.67,642.61,1583.34,1401.41,14.62,21.61,555.26,2388.01,9062.83,1.3,47.2,522.59,2388.01,8145.13,8.425,0.03,392,2388,100,39,23.4053,151,1
-0.0025,0,100,518.67,642.54,1596.97,1416.96,14.62,21.61,553.06,2388.09,9052.72,1.3,47.64,521.29,2388.11,8123.95,8.426,0.03,394,2388,100,38.8,23.1824,119,1
0.0018,0.0002,100,518.67,641.9,1581.48,1402.9,14.62,21.61,554.66,2388.01,9060.94,1.3,47.24,522.22,2387.96,8134.56,8.3683,0.03,391,2388,100,38.99,23.4042,179,1
-0.0006,0.0001,100,518.67,642.8,1589.24,1404.22,14.62,21.61,553.72,2388.12,9041.13,1.3,47.52,521.23,2388.12,8119.59,8.4243,0.03,392,2388,100,39.03,23.2759,104,1
0.0018,0,100,518.67,642.2,1583.59,1398.9,14.62,21.59,554.96,2388.04,9057.96,1.3,47.2,522.91,2388.04,8133.55,8.3742,0.03,391,2388,100,39.19,23.5466,143,1
0.0016,-0.0003,100,518.67,642.25,1588.25,1395.73,14.62,21.58,553.21,2387.92,9044.07,1.3,47.2,521.71,2387.92,8130.59,8.3802,0.03,390,2388,100,39.18,23.4204,89,1
-0.0007,-0.0004,100,518.67,641.73,1580.8,1397.01,14.62,21.61,554.28,2388.09,9056.86,1.3,47.26,521.82,2388.06,8134.2,8.3953,0.03,391,2388,100,39.05,23.3926,46,1
-0.0032,-0.0001,100,518.67,642.42,1585.96,1401.58,14.62,21.61,553.57,2388.03,9071.14,1.3,47.29,522.35,2387.94,8139.8,8.4438,0.03,392,2388,100,39,23.3883,132,1
-0.0008,-0.0001,100,518.67,642.66,1581.49,1405.02,14.62,21.57,550.57,2387.16,9033.69,1.3,47.28,519.22,2387.16,8121.02,8.4522,0.03,389,2388,100,38.73,23.3466,229,0
0.0007,-0.0002,100,518.67,641.56,1578.11,1398.02,14.62,21.58,552.27,2387.89,9045.32,1.3,46.92,520.99,2387.91,8129.92,8.4234,0.03,391,2388,100,39.21,23.282,229,0
0.0023,0.0003,100,518.67,641.98,1576.7,1391.45,14.62,21.58,553.52,2387.95,9052.76,1.3,47,521.44,2388.01,8134.37,8.3973,0.03,391,2388,100,38.9,23.3977,100,1
0,-0.0003,100,518.67,642.77,1588.83,1407.74,14.62,21.61,552.96,2388.18,9046.04,1.3,47.42,521.56,2388.1,8126.76,8.4535,0.03,395,2388,100,38.87,23.2924,86,1
-0.0009,-0.0003,100,518.67,641.9,1579.61,1391.43,14.62,21.58,553.44,2387.92,9050.44,1.3,46.89,521.42,2387.96,8126.31,8.4159,0.03,390,2388,100,39.03,23.399,132,1
0.0019,0.0002,100,518.67,642.42,1581.35,1408.9,14.62,21.61,553.47,2388.14,9047.98,1.3,47.53,521.33,2388.12,8130.97,8.4146,0.03,393,2388,100,38.72,23.3646,145,1
-0.0048,-0.0005,100,518.67,642.49,1581.53,1396,14.62,21.61,554.58,2388.04,9049.06,1.3,47.13,521.9,2388.03,8139.32,8.3895,0.03,390,2388,100,39.03,23.4023,87,1
0.0032,-0.0002,100,518.67,641.61,1588.16,1393.46,14.62,21.58,552.72,2387.99,9052.34,1.3,47.06,521.08,2387.93,8129.13,8.4377,0.03,390,2388,100,39.02,23.4855,179,1
0.0022,-0.0001,100,518.67,642.38,1584.02,1402.77,14.62,21.61,554.02,2388.02,9050.44,1.3,47.4,521.77,2388.07,8130.97,8.3798,0.03,392,2388,100,38.92,23.3306,55,1
0.0023,0.0002,100,518.67,642.01,1593.26,1399.31,14.62,21.61,553.76,2388.1,9060.04,1.3,47.57,521.86,2388.09,8134.7,8.4366,0.03,393,2388,100,38.89,23.3645,178,1
-0.001,-0.0004,100,518.67,642.25,1573.71,1402.38,14.62,21.58,551.3,2387.63,9033.55,1.3,47.23,518.84,2387.59,8122.16,8.4302,0.03,391,2388,100,38.77,23.1941,210,1
0.0007,-0.0004,100,518.67,642.41,1587.27,1405.33,14.62,21.61,554.05,2388.02,9059.75,1.3,47.45,521.44,2388.06,8133.66,8.4423,0.03,392,2388,100,38.86,23.354,146,1
-0.0022,0.0003,100,518.67,642.47,1586.35,1394.57,14.62,21.61,554.5,2388.04,9056.97,1.3,47.46,521.74,2387.95,8133.83,8.4264,0.03,392,2388,100,38.99,23.3678,117,1
0.0019,-0.0003,100,518.67,642.19,1581.8,1402.34,14.62,21.61,554.16,2388,9065.5,1.3,47.3,522.52,2388.07,8153.92,8.4009,0.03,393,2388,100,38.99,23.5747,37,1
-0.0035,0.0002,100,518.67,642.19,1588.32,1402.36,14.62,21.61,554.63,2388.03,9053.01,1.3,47.25,522,2388.06,8135.7,8.4334,0.03,393,2388,100,38.88,23.3047,107,1
-0.0037,-0.0004,100,518.67,642.37,1584.92,1402.24,14.62,21.61,554.36,2388.11,9053.06,1.3,47.43,521.8,2388.08,8134.27,8.4216,0.03,392,2388,100,38.95,23.3337,49,1
0.0012,0.0002,100,518.67,642.69,1589.71,1401.92,14.62,21.61,554.44,2388.05,9049.32,1.3,47.27,521.7,2388.08,8127.56,8.4236,0.03,392,2388,100,38.9,23.3671,202,1
0.0011,0.0001,100,518.67,641.77,1581.12,1417.91,14.62,21.61,553.22,2388.11,9040.96,1.3,47.46,521.64,2388.1,8124.82,8.4434,0.03,392,2388,100,39.02,23.3344,161,1
-0.0007,-0.0001,100,518.67,642.41,1585.53,1403.98,14.62,21.61,554.15,2388.06,9048.47,1.3,47.41,522.71,2388.07,8131.14,8.4074,0.03,393,2388,100,38.67,23.3793,157,1
0.0017,0.0003,100,518.67,642.36,1585.03,1402.04,14.62,21.61,554.18,2388.02,9058.22,1.3,47.32,522.21,2387.95,8137.2,8.3776,0.03,392,2388,100,38.96,23.3873,118,1
0.0015,-0.0006,100,518.67,642.96,1585.06,1400.44,14.62,21.61,554.24,2388.07,9067.56,1.3,47.33,521.97,2388.09,8145.04,8.4097,0.03,393,2388,100,39.13,23.4185,148,1
-0.005,0.0003,100,518.67,642.28,1589.74,1404.18,14.62,21.61,554.56,2388.05,9064.67,1.3,47.39,521.64,2388.06,8138.44,8.4259,0.03,393,2388,100,38.84,23.3254,111,1
-0.0007,0,100,518.67,641.87,1579.05,1398.65,14.62,21.59,553.13,2387.95,9045.21,1.3,46.98,521.06,2387.96,8133.58,8.4179,0.03,392,2388,100,38.8,23.3077,77,1
-0.0022,0,100,518.67,641.36,1586.47,1398.45,14.62,21.58,552.49,2387.91,9045.94,1.3,46.87,521.2,2387.95,8131.41,8.4028,0.03,391,2388,100,39.14,23.4148,223,1
-0.0033,-0.0005,100,518.67,642.33,1584.7,1395.24,14.62,21.6,556.28,2388.08,9057.19,1.3,47.03,523.95,2388.12,8141.48,8.3681,0.03,391,2388,100,39.14,23.4624,136,1
0.0019,0.0002,100,518.67,641.88,1582.26,1401.42,14.62,21.58,550.92,2387.85,9025.82,1.3,47.1,519.65,2387.88,8123.33,8.4112,0.03,389,2388,100,38.98,23.3337,229,0
-0.0003,-0.0003,100,518.67,641.91,1592.15,1389.96,14.62,21.6,555.18,2388.01,9063.68,1.3,47.1,522.62,2387.96,8145.16,8.4217,0.03,393,2388,100,38.78,23.3981,78,1
0.0028,0.0002,100,518.67,642.13,1590.72,1409.13,14.62,21.61,553.84,2388.11,9053.55,1.3,47.58,521.18,2388.08,8137.4,8.4628,0.03,393,2388,100,39.02,23.2814,121,1
0.0019,0.0001,100,518.67,642.76,1588.18,1397.46,14.62,21.59,555.42,2388,9060.93,1.3,47.32,523.17,2388.03,8137.72,8.3836,0.03,392,2388,100,39.28,23.4949,185,1
0.0037,0.0003,100,518.67,642.67,1581.91,1401.44,14.62,21.58,551.45,2387.63,9036.27,1.3,47.22,519.46,2387.63,8120.79,8.422,0.03,389,2388,100,38.83,23.3238,187,1
-0.0011,0,100,518.67,642.35,1584.53,1395.16,14.62,21.61,554.36,2388.01,9049.63,1.3,47.13,522.35,2387.99,8135.34,8.3833,0.03,392,2388,100,39.03,23.4423,104,1
-0.0009,0.0004,100,518.67,642.45,1588.6,1402.65,14.62,21.61,554.05,2388.15,9051.13,1.3,47.32,521.83,2388.1,8127.48,8.4222,0.03,392,2388,100,38.86,23.3292,83,1
-0.0004,-0.0003,100,518.67,642.08,1581.77,1392.47,14.62,21.6,554.64,2388.03,9052.99,1.3,46.93,522.41,2388.01,8134.52,8.3465,0.03,393,2388,100,38.96,23.5471,229,0
0,-0.0005,100,518.67,641.84,1581.6,1392.76,14.62,21.58,552.6,2387.96,9051.83,1.3,47.24,521.77,2387.95,8131.19,8.3948,0.03,390,2388,100,39.06,23.4527,229,0
-0.0008,-0.0004,100,518.67,641.88,1586.03,1401.36,14.62,21.61,555.44,2388.01,9052.1,1.3,47.14,522.15,2388.06,8134.66,8.4254,0.03,392,2388,100,39.07,23.3861,108,1
0.0008,-0.0005,100,518.67,641.65,1584.31,1394.1,14.62,21.61,554.69,2387.99,9053.23,1.3,47.15,522.97,2388,8140.55,8.392,0.03,392,2388,100,39.09,23.427,67,1
-0.0036,-0.0005,100,518.67,642.22,1578.97,1386.98,14.62,21.58,552.21,2387.99,9042.47,1.3,47.05,520.61,2387.97,8131.21,8.3784,0.03,391,2388,100,38.97,23.3599,190,1
-0.0018,-0.0004,100,518.67,641.99,1592.62,1401.67,14.62,21.61,554.7,2388.04,9050.06,1.3,47.23,521.93,2388.03,8142.74,8.3837,0.03,391,2388,100,39.16,23.3101,179,1
0.0015,-0.0002,100,518.67,641.98,1583.16,1388.85,14.62,21.59,553.32,2387.96,9047.93,1.3,47.01,521.21,2387.96,8128.79,8.3465,0.03,392,2388,100,38.78,23.5368,229,0
0.003,0.0003,100,518.67,641.63,1580.32,1391.88,14.62,21.56,552.78,2387.94,9046.4,1.3,46.99,520.38,2387.94,8136.16,8.3819,0.03,391,2388,100,39.08,23.3611,229,0
0.0026,0.0003,100,518.67,642.84,1583.88,1402.91,14.62,21.61,553.74,2388.07,9043.55,1.3,47.26,522.03,2388.13,8128.86,8.465,0.03,392,2388,100,39.1,23.3663,169,1
-0.0001,0.0004,100,518.67,642.33,1580.33,1398.7,14.62,21.57,550.91,2387.36,9038.86,1.3,47.27,518.65,2387.41,8120.8,8.4432,0.03,390,2388,100,38.75,23.286,84,1
-0.0014,-0.0001,100,518.67,641.93,1575.45,1395.71,14.62,21.59,553.54,2388.02,9046.84,1.3,46.94,522.18,2387.97,8131.57,8.4005,0.03,390,2388,100,39.16,23.3747,154,1
0.0003,-0.0003,100,518.67,642.52,1582.79,1395.95,14.62,21.6,555.48,2388,9056.22,1.3,47.1,523.09,2388.06,8141.18,8.3517,0.03,392,2388,100,39.26,23.4104,193,1
-0.0001,0.0004,100,518.67,642.1,1588.36,1400.32,14.62,21.61,553.27,2388.1,9041.68,1.3,47.31,521.96,2388.17,8124.9,8.4211,0.03,393,2388,100,38.89,23.3788,167,1
-0.0016,0.0002,100,518.67,642.09,1583.76,1394.37,14.62,21.61,554.34,2387.98,9063.23,1.3,47.03,522.36,2387.95,8150.74,8.4308,0.03,392,2388,100,38.91,23.4332,75,1
0.0035,-0.0005,100,518.67,642.39,1588.6,1395.78,14.62,21.58,554.59,2387.98,9055.35,1.3,47.09,522.16,2388,8135.52,8.3811,0.03,392,2388,100,38.92,23.3454,117,1
-0.0007,0.0003,100,518.67,642.33,1587.56,1407.17,14.62,21.61,553.1,2388.06,9063.82,1.3,47.55,521.41,2388.05,8139.94,8.4064,0.03,393,2388,100,38.87,23.2762,173,1
-0.0025,0.0001,100,518.67,641.6,1578.01,1395.41,14.62,21.61,554.63,2388.02,9054.52,1.3,47.18,522.68,2388.02,8136.83,8.3907,0.03,390,2388,100,38.97,23.3032,217,1
-0.0006,0.0005,100,518.67,642.05,1579.32,1395.46,14.62,21.61,553.86,2387.92,9058.77,1.3,47.25,522.96,2387.95,8137.95,8.3775,0.03,391,2388,100,39.12,23.4678,40,1
-0.003,0,100,518.67,641.74,1571.02,1389.48,14.62,21.57,552.94,2387.93,9046.69,1.3,47.11,520.29,2387.97,8129.66,8.4065,0.03,389,2388,100,38.82,23.4014,119,1
0.0015,0,100,518.67,642.15,1586.85,1391.82,14.62,21.61,555.01,2388,9056.66,1.3,47.2,521.49,2388.01,8138.88,8.396,0.03,390,2388,100,39.11,23.364,205,1
0.0021,0.0001,100,518.67,642.37,1593.28,1403.42,14.62,21.61,554.03,2388.09,9059.32,1.3,47.4,521.72,2388.06,8140.43,8.4706,0.03,395,2388,100,38.85,23.2533,55,1
0.0008,-0.0004,100,518.67,641.75,1583.01,1397.41,14.62,21.59,553.87,2387.94,9049.97,1.3,47.17,522.48,2387.99,8133.49,8.3957,0.03,392,2388,100,38.99,23.5148,229,0
0,-0.0001,100,518.67,642.17,1579.31,1393.62,14.62,21.6,554.16,2387.94,9047.8,1.3,47.26,521.92,2388.01,8137.79,8.392,0.03,391,2388,100,39.12,23.4124,157,1
0.0012,0.0003,100,518.67,642.47,1585.36,1391.1,14.62,21.6,554.89,2388.05,9046.72,1.3,47.16,522.58,2388.03,8137.09,8.3629,0.03,391,2388,100,39.36,23.5143,229,0
-0.0027,0.0001,100,518.67,641.98,1584.9,1392.56,14.62,21.6,553.77,2388.02,9055.65,1.3,47.15,522.52,2388.03,8139.65,8.3748,0.03,392,2388,100,39.06,23.4627,212,1
-0.0013,0.0004,100,518.67,642.09,1590.51,1401.38,14.62,21.61,558.04,2388.12,9063.35,1.3,47.34,525.53,2388.08,8142.03,8.3624,0.03,392,2388,100,39.37,23.5675,229,0
-0.0004,0.0003,100,518.67,642.19,1584.27,1388.88,14.62,21.61,554.14,2388.03,9051.08,1.3,47.25,522.35,2387.97,8139.27,8.38,0.03,392,2388,100,38.98,23.5159,94,1
0.0002,-0.0002,100,518.67,642.72,1590.18,1412.8,14.62,21.61,553.46,2388.12,9050.52,1.3,47.57,521.71,2388.07,8125.01,8.4295,0.03,392,2388,100,38.8,23.3418,181,1
-0.0022,-0.0004,100,518.67,641.69,1587.16,1398.92,14.62,21.58,553.23,2388,9049.03,1.3,47.09,521.07,2387.9,8128.05,8.3967,0.03,391,2388,100,38.9,23.4181,229,0
-0.0011,-0.0005,100,518.67,642.32,1578.58,1403.57,14.62,21.58,551.54,2387.46,9039.63,1.3,47.22,519.3,2387.39,8122.17,8.4388,0.03,390,2388,100,38.96,23.2367,229,0
